City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Ayan,RU,56.45,138.1667,40.59,56,72,4.5,broken clouds
463,Casa Nova,BR,-9.4167,-41.1333,93.18,30,86,12.33,overcast clouds
464,Kamyaran,IR,34.7956,46.9355,53.55,35,0,6.04,clear sky
465,Cristobal Obregon,MX,16.35,-93.5333,85.26,65,99,1.77,overcast clouds
466,Ahuimanu,US,21.4447,-157.8378,83.91,70,75,23.02,light rain
467,Acari,PE,-15.4311,-74.6158,70.34,75,70,9.04,broken clouds
468,Selikhino,RU,50.3672,137.4996,47.82,65,100,3.96,moderate rain
469,Puerto Cabello,VE,10.4731,-68.0125,81.14,81,75,9.13,broken clouds
470,Eureka,US,40.8021,-124.1637,67.19,62,7,5.01,clear sky
471,Haikou,CN,20.0458,110.3417,77.13,88,75,4.47,broken clouds
472,Kokopo,PG,-4.352,152.2633,76.3,86,65,2.71,broken clouds
473,Alekseyevsk,RU,57.8406,108.3492,39.15,93,100,16.08,overcast clouds
474,Goias,BR,-15.5807,-49.6362,93.09,26,80,3.0,broken clouds
475,Belaya Gora,RU,68.5333,146.4167,11.5,85,90,4.45,overcast clouds
476,Tarakan,ID,3.3,117.6333,78.3,94,20,3.44,light rain
477,Rosendal,NO,59.9867,6.0135,59.52,75,100,5.66,overcast clouds
478,Majene,ID,-3.5403,118.9707,78.08,86,100,4.38,overcast clouds
479,Panguipulli,CL,-39.6333,-72.3333,65.91,39,0,4.14,clear sky
480,Itoman,JP,26.1247,127.6694,80.98,78,40,12.66,light rain
481,Buraydah,SA,26.326,43.975,84.65,15,0,9.1,clear sky
482,Peabiru,BR,-23.9128,-52.3431,62.82,98,100,6.24,light rain
483,Paraiso,CR,9.8383,-83.8656,79.88,60,34,3.76,scattered clouds
484,Palmer,US,42.1584,-72.3287,63.0,66,90,5.01,overcast clouds
485,Almaznyy,RU,48.0448,40.045,48.34,37,100,10.96,overcast clouds
486,Ouallam,NE,14.3188,2.0866,95.32,18,80,1.86,broken clouds
487,Keffi,NG,8.8486,7.8736,78.12,80,89,3.02,overcast clouds
488,Rassvet,RU,46.8333,40.75,50.41,35,100,24.61,overcast clouds
489,Pathein,MM,16.7833,94.7333,76.64,92,82,3.04,broken clouds
490,Henties Bay,NA,-22.116,14.2845,57.85,78,0,5.55,clear sky
491,Oktyabrskiy,RU,54.4815,53.471,43.27,80,99,3.42,overcast clouds
492,Neiafu,TO,-18.65,-173.9833,77.68,83,75,3.44,broken clouds
493,Sturgis,US,41.7992,-85.4192,79.39,39,40,8.05,scattered clouds
494,Koungou,YT,-12.7336,45.2042,76.71,78,0,3.44,clear sky
495,Doha,QA,25.2867,51.5333,91.38,41,0,12.66,clear sky
496,Bilibino,RU,68.0546,166.4372,0.95,99,100,1.59,overcast clouds
497,Luderitz,NA,-26.6481,15.1594,63.9,58,53,18.34,broken clouds
498,Snyder,US,32.7179,-100.9176,98.53,26,1,13.8,clear sky
499,Fort Wellington,GY,6.4,-57.6,84.47,70,38,9.06,scattered clouds
500,Itarema,BR,-2.9248,-39.9167,81.68,71,97,19.26,overcast clouds
501,Pingliang,CN,35.5392,106.6861,38.64,75,100,2.89,light rain
502,Beira,MZ,-19.8436,34.8389,74.48,70,0,8.72,clear sky
503,Sundsvall,SE,62.3913,17.3063,49.96,99,90,2.3,fog
504,Leicester,GB,52.6386,-1.1317,60.51,87,100,0.78,overcast clouds
505,Taonan,CN,45.3333,122.7833,46.96,51,37,21.0,scattered clouds
506,Springdale,US,36.1867,-94.1288,89.28,38,1,18.01,clear sky
507,Sretensk,RU,52.2453,117.7093,34.18,73,100,3.91,overcast clouds
508,Qaqortoq,GL,60.7167,-46.0333,36.1,85,6,0.34,clear sky
509,Calella,ES,41.618,2.6678,68.16,68,92,0.81,overcast clouds
510,Pacasmayo,PE,-7.4006,-79.5714,68.92,75,80,14.41,broken clouds
511,Manta,EC,-0.95,-80.7333,76.78,73,20,10.36,few clouds
512,Cosala,MX,24.4125,-106.6908,92.66,36,8,4.5,clear sky
513,Shache,CN,38.4167,77.2406,46.87,27,7,4.56,clear sky
514,Mersing,MY,2.4312,103.8405,78.71,94,99,5.75,overcast clouds
515,Parana,AR,-31.732,-60.5238,78.57,38,0,14.67,clear sky
516,Nieuw Amsterdam,SR,5.8833,-55.0833,91.15,71,40,4.61,scattered clouds
517,Eyl,SO,7.9803,49.8164,77.45,83,10,12.95,clear sky
518,Akcakoca,TR,41.0866,31.1162,60.04,89,19,4.61,few clouds
519,Zarasai,LT,55.7333,26.25,40.12,71,70,2.77,broken clouds
520,Konstantinovka,RU,49.6167,127.9833,55.11,92,95,12.35,overcast clouds
521,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,86,40,6.71,scattered clouds
522,Sydney,AU,-33.8679,151.2073,64.38,77,0,1.01,moderate rain
523,Severobaykalsk,RU,55.65,109.3167,35.58,84,100,6.02,overcast clouds
524,Dongtai,CN,32.8523,120.3095,71.62,96,4,3.78,clear sky
525,Ponazyrevo,RU,58.3578,46.3142,44.6,79,100,4.97,overcast clouds
526,Walvis Bay,NA,-22.9575,14.5053,58.15,82,0,6.91,clear sky
527,Vanimo,PG,-2.6741,141.3028,78.4,87,43,4.94,scattered clouds
528,Wanlaweyn,SO,2.6185,44.8938,78.51,80,78,12.59,broken clouds
529,Saint-Denis,FR,48.9167,2.3333,56.98,78,0,6.91,clear sky
530,Tanabe,JP,33.7333,135.3667,70.77,87,3,7.09,clear sky
531,Gemena,CD,3.25,19.7667,72.57,98,100,2.66,light rain
532,Dickinson,US,29.4608,-95.0513,91.22,61,20,3.0,few clouds
533,Viransehir,TR,37.2353,39.7631,71.85,21,3,6.29,clear sky
534,Pangkalanbuun,ID,-2.6833,111.6167,74.79,96,95,1.61,overcast clouds
535,Lianzhou,CN,24.7811,112.3825,69.08,99,100,4.32,light rain
536,Rodrigues Alves,BR,-7.738,-72.6509,77.2,52,100,3.89,light rain
537,Opuwo,NA,-18.0607,13.84,78.62,16,0,5.64,clear sky
538,Maloy,NO,61.9353,5.1136,57.99,90,100,10.0,light rain
539,Cabedelo,BR,-6.9811,-34.8339,81.27,77,100,15.57,overcast clouds
540,Adrar,MR,20.5022,-10.0711,90.57,12,70,12.39,broken clouds
541,Nelipyno,UA,48.561,23.0315,42.24,63,62,5.5,broken clouds
542,Ostersund,SE,63.1792,14.6357,55.85,88,90,6.91,overcast clouds
543,Wiarton,CA,44.7407,-81.1332,66.65,94,90,0.0,mist
544,Amahai,ID,-3.3333,128.9167,77.13,89,69,2.26,broken clouds
545,Champerico,GT,14.3,-91.9167,90.14,78,100,9.89,overcast clouds
546,Broome,US,42.2506,-75.833,68.02,64,90,1.99,overcast clouds
547,Tselinnoye,RU,53.0833,85.6667,38.08,80,5,11.01,clear sky
548,Nhamunda,BR,-2.1861,-56.7131,95.02,36,100,3.65,moderate rain
549,Brownwood,US,31.7093,-98.9912,93.2,31,1,17.27,clear sky
550,Wajir,KE,1.7471,40.0573,82.92,46,72,24.0,broken clouds
551,Dunedin,NZ,-45.8742,170.5036,49.86,79,2,3.98,clear sky
552,Taikang,CN,46.8333,124.4167,47.98,53,2,23.69,clear sky
553,Gayeri,BF,12.6497,0.4931,87.57,43,98,9.86,overcast clouds
554,Bougouni,ML,11.417,-7.479,76.32,75,34,5.99,scattered clouds
555,Nautla,MX,20.2167,-96.7833,83.77,72,10,9.53,clear sky
556,Sukhumi,GE,43.0033,41.0153,58.3,63,91,4.34,overcast clouds
557,Kultuk,RU,51.7208,103.6956,35.08,66,21,6.8,few clouds
558,Dongying,CN,37.4564,118.4856,60.48,91,100,9.6,light rain
559,Goshen,US,41.5823,-85.8344,81.3,60,75,5.75,broken clouds
560,Atambua,ID,-9.1061,124.8925,71.29,81,34,3.38,scattered clouds
561,Aksu,CN,41.1231,80.2644,46.02,31,27,3.71,scattered clouds
562,Rehoboth,NA,-23.3167,17.0833,65.66,10,13,7.7,few clouds
563,Parabel,RU,58.6978,81.4825,35.6,84,100,9.08,overcast clouds
564,Pinsk,BY,52.1229,26.0951,39.11,70,1,6.24,clear sky
565,San Francisco,US,37.7749,-122.4194,74.82,51,20,4.0,few clouds
566,Sibolga,ID,1.7427,98.7792,77.56,90,93,1.81,overcast clouds
567,Mount Isa,AU,-20.7333,139.5,82.17,36,75,5.75,broken clouds
568,Niquelandia,BR,-14.4739,-48.4597,95.81,24,79,3.29,broken clouds
569,Flin Flon,CA,54.7682,-101.865,57.04,58,1,8.05,smoke
570,Rincon,US,32.296,-81.2354,82.85,77,40,1.01,scattered clouds
571,Carballo,ES,43.213,-8.691,62.76,84,96,8.86,overcast clouds
572,Abomey,BJ,7.1829,1.9912,75.87,93,100,5.64,light rain
573,Maniitsoq,GL,65.4167,-52.9,34.18,57,100,14.99,overcast clouds
574,Quthing,LS,-30.4,27.7003,53.47,55,0,6.42,clear sky
575,Karwar,IN,14.8,74.1333,78.62,86,100,3.71,overcast clouds
576,Aginskoye,RU,51.1,114.53,31.26,75,3,17.54,clear sky
577,Haines Junction,CA,60.7522,-137.5108,39.15,70,100,2.3,overcast clouds
578,Kiomboi,TZ,-4.2667,34.3667,78.26,32,85,8.93,overcast clouds
579,Ust-Ilimsk,RU,58.0006,102.6619,40.28,94,100,15.43,overcast clouds
580,Zyryanka,RU,65.75,150.85,16.25,78,11,9.51,few clouds
581,Hrubieszow,PL,50.805,23.8925,39.97,64,0,7.16,clear sky
582,Pitimbu,BR,-7.4706,-34.8086,81.19,75,100,13.65,overcast clouds
583,Kutum,SD,14.2,24.6667,81.01,14,100,14.81,overcast clouds
584,Fairview,US,40.8126,-73.999,68.49,75,90,8.05,overcast clouds
585,Nidzica,PL,53.3605,20.4275,33.39,72,44,5.37,scattered clouds
586,Upata,VE,8.0086,-62.3989,77.65,86,93,3.44,overcast clouds
587,Agadez,NE,19.75,10.25,81.75,9,23,6.22,few clouds
588,Olga,RU,43.7444,135.2892,59.45,87,100,10.85,overcast clouds
589,Waipawa,NZ,-41.4122,175.5153,54.3,79,79,12.39,broken clouds
590,Saint-Georges,GD,12.0564,-61.7485,83.88,84,20,13.8,few clouds
591,Lenoir,US,35.2335,-77.6497,73.53,94,90,8.05,overcast clouds
592,Krasnoselkup,RU,65.7,82.4667,26.01,73,100,16.17,overcast clouds
593,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,97.83,23,71,1.01,broken clouds
594,Kamaishi,JP,39.2667,141.8833,62.83,88,94,11.1,overcast clouds
595,Bosaso,SO,11.2842,49.1816,85.17,70,43,1.61,scattered clouds
596,Nogliki,RU,51.8333,143.1667,43.7,69,100,9.98,overcast clouds
597,Oktyabrskoye,RU,43.0645,44.7417,44.74,93,88,2.24,overcast clouds
598,Rawson,AR,-43.3002,-65.1023,74.5,27,0,10.25,clear sky
599,Chara,RU,56.9064,118.2631,29.25,63,11,1.57,few clouds
600,Xinqing,CN,48.2333,129.5,54.59,90,100,7.74,overcast clouds
601,Albacete,ES,38.8333,-2.0,64.18,72,0,6.91,clear sky
602,Praia,CV,14.9215,-23.5087,81.14,78,20,9.22,few clouds
603,Agbor,NG,6.2518,6.1934,74.17,98,100,3.51,overcast clouds
604,Tibati,CM,6.4667,12.6333,68.97,94,100,2.44,light rain
605,Maiduguri,NG,11.8464,13.1603,84.87,20,33,8.05,scattered clouds
606,Namatanai,PG,-3.6667,152.4333,78.33,85,80,4.65,light rain
607,Matagami,CA,49.7502,-77.6328,68.11,56,75,12.66,broken clouds
608,Te Anau,NZ,-45.4167,167.7167,45.7,79,53,1.52,moderate rain
609,Port Keats,AU,-14.25,129.55,79.41,81,6,5.66,clear sky
610,Trairi,BR,-3.2778,-39.2689,81.52,71,53,14.18,broken clouds
611,Urengoy,RU,65.9667,78.3667,27.79,79,100,13.44,overcast clouds
612,Akdepe,TM,42.0551,59.3788,42.8,57,6,7.76,clear sky
613,Horodyshche,UA,49.2849,31.4451,42.62,41,100,7.76,overcast clouds
614,Woodstock,CA,43.1334,-80.7497,72.66,83,91,3.0,overcast clouds
615,La Rochelle,FR,46.1667,-1.15,57.27,77,0,5.75,clear sky
616,Salou,ES,41.0766,1.1416,65.14,87,40,1.99,scattered clouds
617,Acarau,BR,-2.8856,-40.12,81.63,73,99,20.65,overcast clouds
618,Launceston,AU,-41.45,147.1667,43.16,81,7,9.22,clear sky
619,Togur,RU,58.3631,82.8265,35.58,87,100,8.37,overcast clouds
620,Micheweni,TZ,-4.9667,39.8333,77.81,80,8,11.39,clear sky
621,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.39,66,1,5.75,clear sky
622,Matara,LK,5.9485,80.5353,79.18,86,100,10.47,overcast clouds
623,Belorechensk,RU,44.76,39.87,48.92,70,100,8.79,overcast clouds
624,Hofn,IS,64.2539,-15.2082,47.97,82,100,4.27,overcast clouds
625,Portland,US,45.5234,-122.6762,65.01,71,75,1.01,broken clouds
626,Ruidoso,US,33.3317,-105.673,78.91,22,1,3.0,clear sky
627,Truckee,US,39.328,-120.1833,57.02,42,1,0.0,clear sky
628,Nevyansk,RU,57.4953,60.2112,39.9,94,100,4.54,overcast clouds
629,Alpena,US,45.0617,-83.4327,73.54,85,90,5.99,overcast clouds
630,Riberalta,BO,-10.9833,-66.1,91.6,58,75,9.22,broken clouds
631,Darhan,MN,49.4867,105.9228,34.34,58,2,7.0,clear sky
632,Reyes,BO,-14.3167,-67.3833,100.71,29,58,6.38,broken clouds
633,Mehamn,NO,71.0357,27.8492,37.45,97,100,6.04,overcast clouds
634,Ahipara,NZ,-35.1667,173.1667,56.17,72,98,10.71,overcast clouds
635,Cascais,PT,38.6979,-9.4215,65.52,76,20,3.0,few clouds
636,Kologriv,RU,58.8275,44.3178,44.26,81,97,5.03,overcast clouds
637,Beisfjord,NO,68.3751,17.5988,48.25,93,100,5.37,light rain
638,Burns Lake,CA,54.2331,-125.7533,51.22,74,99,8.46,overcast clouds
639,Luan,CH,46.3592,6.9759,46.45,90,73,1.25,broken clouds
640,Grimshaw,CA,56.1834,-117.6027,56.01,47,75,29.93,broken clouds
641,Moose Factory,CA,51.2585,-80.6094,69.8,83,75,8.05,broken clouds
642,Ulladulla,AU,-35.35,150.4667,63.5,90,100,11.16,overcast clouds
643,Bell Ville,AR,-32.6259,-62.6887,76.66,29,4,10.42,clear sky
644,Botro,CI,7.8525,-5.3106,78.28,92,28,4.23,scattered clouds
645,Ambulu,ID,-8.345,113.6058,75.16,88,83,3.76,broken clouds
646,Kizhinga,RU,51.8462,109.9097,27.68,91,14,5.23,few clouds
647,Luanda,AO,-8.8368,13.2343,73.42,79,100,10.85,overcast clouds
648,Muroto,JP,33.2833,134.15,76.53,69,97,12.53,overcast clouds
649,Ambon,ID,-3.6954,128.1814,79.66,84,73,5.97,broken clouds
650,Blairmore,CA,49.6,-114.4353,52.72,32,88,17.27,overcast clouds
651,Seguin,US,29.5688,-97.9647,91.47,52,1,4.0,clear sky
652,Anchorage,US,61.2181,-149.9003,43.75,91,90,4.0,light rain
653,Kenai,US,60.5544,-151.2583,45.09,92,90,9.22,mist
654,West Wendover,US,40.7391,-114.0733,52.81,50,90,18.41,overcast clouds
655,Olafsvik,IS,64.8945,-23.7142,41.85,86,87,18.32,overcast clouds
656,Candido Mendes,BR,-1.4467,-45.7167,80.02,81,73,7.11,broken clouds
657,Oranjestad,AW,12.524,-70.027,89.55,62,40,19.57,scattered clouds
658,Zhicheng,CN,30.2956,111.5047,65.44,92,100,4.99,light rain
659,Abalak,RU,58.1286,68.5944,36.32,80,95,6.91,overcast clouds
660,Ostrovnoy,RU,68.0531,39.5131,35.71,97,100,14.56,overcast clouds
661,Huilong,CN,31.8111,121.655,80.04,93,0,8.95,clear sky
662,Kulhudhuffushi,MV,6.6221,73.07,82.45,79,56,15.5,broken clouds
663,Palestine,PS,31.9216,35.2033,66.34,83,0,4.41,clear sky
664,Taseyevo,RU,57.2169,94.8978,40.57,75,100,13.8,overcast clouds
665,Makaha,US,21.4694,-158.2175,80.51,78,90,10.36,light intensity drizzle
666,Mayumba,GA,-3.432,10.6554,77.4,90,95,8.39,overcast clouds
667,Takoradi,GH,4.8845,-1.7554,77.72,89,100,9.22,overcast clouds
668,Phayakkhaphum Phisai,TH,15.5163,103.1937,80.42,93,100,7.9,overcast clouds
669,Tazovskiy,RU,67.4667,78.7,28.65,68,36,15.19,scattered clouds
670,Roswell,US,34.0232,-84.3616,83.66,62,75,1.01,broken clouds
671,Nakamura,JP,32.9833,132.9333,74.84,67,96,8.03,overcast clouds
672,Ochamchira,GE,42.7121,41.4721,56.8,76,44,3.78,scattered clouds
673,Kupang,ID,-10.1667,123.5833,76.1,82,49,4.23,scattered clouds
674,Samarai,PG,-10.6167,150.6667,79.09,82,89,16.53,overcast clouds
675,Quelimane,MZ,-17.8786,36.8883,73.35,83,0,8.05,clear sky
676,Belin,RO,45.9333,25.5667,41.05,56,33,5.99,scattered clouds
677,Gigmoto,PH,13.7796,124.39,79.79,91,100,14.99,very heavy rain
678,Yatou,CN,37.15,122.3833,66.36,92,100,16.46,light rain
679,Iquique,CL,-20.2208,-70.1431,62.64,74,23,8.28,few clouds
680,Orlik,RU,52.5178,99.825,25.21,80,83,4.61,broken clouds
681,Severnoye,RU,56.3491,78.3619,38.28,85,100,5.57,overcast clouds
682,Bathsheba,BB,13.2167,-59.5167,83.01,83,75,27.63,broken clouds
683,Abu Dhabi,AE,24.4667,54.3667,87.91,89,20,2.3,few clouds
684,Valladolid,ES,41.5833,-4.6667,59.85,65,100,9.17,overcast clouds
685,Plettenberg Bay,ZA,-34.0527,23.3716,55.76,77,0,7.29,clear sky
686,Hammond,US,41.5834,-87.5,84.69,54,1,4.0,clear sky
687,Kimberley,ZA,-28.7323,24.7623,62.29,25,60,11.5,broken clouds
688,Manokwari,ID,-0.8667,134.0833,79.09,77,31,2.35,scattered clouds
689,Pochinok,RU,54.4068,32.4407,39.42,72,44,2.01,scattered clouds
690,Kiunga,PG,-6.1219,141.2906,71.6,99,100,1.88,overcast clouds
691,Mackenzie,CA,55.2999,-123.1698,46.62,76,90,13.8,overcast clouds
692,Hirtshals,DK,57.5881,9.9592,48.02,88,100,9.84,overcast clouds
693,Ulaangom,MN,49.9811,92.0667,33.01,58,0,3.11,clear sky
694,Khandyga,RU,62.6667,135.6,31.32,98,100,5.79,light snow
